tender_id,tender_title,department,procurement_authority,category,location,state,state_code,district,tender_date,closing_date,award_date,estimated_value,awarded_value,bidder_count,winning_vendor_id,winning_vendor_name,contract_id,contract_duration,expected_completion,actual_completion,completion_delay_days,payment_amount,status,intended_tier
TND-2026-04722,"Supply of Ready Mix Concrete (M-30 Grade) for Infrastructure, Nizamabad",Department of School Education,Telangana Department of School Education,Construction Materials,"Nizamabad, Telangana",Telangana,IN-TG,Nizamabad,2025-07-28T00:00:00.000Z,2025-08-30T00:00:00.000Z,2025-09-23T00:00:00.000Z,2945682,2885495,4,V-1033,Gitanjali Civil Construction,CNT-04722,249,2026-05-30T00:00:00.000Z,2026-05-30T00:00:00.000Z,0,2732460,Completed,LOW
TND-2026-04723,"Bulk Supply of Administrative Paper Reams, Toners, and Consumables, Korba",Municipal Administration Directorate,Chhattisgarh Municipal Administration Directorate,Office Supplies,"Korba, Chhattisgarh",Chhattisgarh,IN-CT,Korba,2025-07-27T00:00:00.000Z,2025-09-03T00:00:00.000Z,2025-09-18T00:00:00.000Z,371058,364380,6,V-1023,Unnati Medical Technologies,CNT-04723,96,2025-12-23T00:00:00.000Z,2025-12-23T00:00:00.000Z,0,327554,Completed,LOW
TND-2026-04724,"Supply of Electric Waste Collection Tipper Vehicles for Municipal Body, Cuttack",Urban Transport Corporation,Odisha Urban Transport Corporation,Vehicles,"Cuttack, Odisha",Odisha,IN-OR,Cuttack,2025-10-25T00:00:00.000Z,2025-11-23T00:00:00.000Z,2025-12-20T00:00:00.000Z,4435433,4270676,5,V-2187,V-2187 Logistics & Transport,CNT-04724,148,2026-05-17T00:00:00.000Z,,7,3896414,In Progress,LOW
TND-2026-04725,"Supply of Portland Pozzolana Cement (PPC) for Municipal Works, Kota",Public Works Department,Rajasthan Public Works Department,Construction Materials,"Kota, Rajasthan",Rajasthan,IN-RJ,Kota,2025-12-31T00:00:00.000Z,2026-02-05T00:00:00.000Z,2026-02-22T00:00:00.000Z,2742076,2506433,5,V-2187,V-2187 Logistics & Transport,CNT-04725,332,2027-01-20T00:00:00.000Z,,0,2330613,In Progress,LOW
TND-2026-04726,"Supply of Portland Pozzolana Cement (PPC) for Municipal Works, Bardhaman",Water Resources & Irrigation Dept,West Bengal Water Resources & Irrigation Dept,Construction Materials,"Bardhaman, West Bengal",West Bengal,IN-WB,Bardhaman,2025-05-18T00:00:00.000Z,2025-06-30T00:00:00.000Z,2025-07-15T00:00:00.000Z,3712684,3683292,2,V-1038,Kalyan Heavy Machineries,CNT-04726,239,2026-03-11T00:00:00.000Z,2026-03-11T00:00:00.000Z,0,3317372,Completed,MEDIUM
TND-2026-04727,"Procurement of Police Patrol Utility Vehicles with GPS Equipment, Varanasi",Municipal Administration Directorate,Uttar Pradesh Municipal Administration Directorate,Vehicles,"Varanasi, Uttar Pradesh",Uttar Pradesh,IN-UP,Varanasi,2025-12-16T00:00:00.000Z,2026-01-16T00:00:00.000Z,2026-01-30T00:00:00.000Z,3000921,2927036,2,V-1016,Metro Transit Supplies,CNT-04727,92,2026-05-02T00:00:00.000Z,2026-05-02T00:00:00.000Z,0,2794648,Completed,LOW
TND-2026-04728,"Underground HT Cable Laying and Ring Main Unit (RMU) Automation, Gorakhpur",Power & Energy Transmission Board,Uttar Pradesh Power & Energy Transmission Board,Electrical Equipment,"Gorakhpur, Uttar Pradesh",Uttar Pradesh,IN-UP,Gorakhpur,2026-01-12T00:00:00.000Z,2026-02-16T00:00:00.000Z,2026-03-14T00:00:00.000Z,2365392,2208493,6,V-1035,MedLife BioMedical Systems,CNT-04728,313,2027-01-21T00:00:00.000Z,2027-01-21T00:00:00.000Z,0,2159210,Completed,LOW
TND-2026-04729,"Design Engineering and Detailed Project Report (DPR) Preparation, Jabalpur",Urban Transport Corporation,Madhya Pradesh Urban Transport Corporation,Consulting Services,"Jabalpur, Madhya Pradesh",Madhya Pradesh,IN-MP,Jabalpur,2025-07-06T00:00:00.000Z,2025-08-20T00:00:00.000Z,2025-09-18T00:00:00.000Z,1342211,1407077,5,V-1029,Arth Strategic Solutions,CNT-04729,324,2026-08-08T00:00:00.000Z,,0,1346018,In Progress,LOW
TND-2026-04730,"Installation of Soil & Water Testing Spectrophotometers, Nashik",Health & Family Welfare Directorate,Maharashtra Health & Family Welfare Directorate,Laboratory Equipment,"Nashik, Maharashtra",Maharashtra,IN-MH,Nashik,2026-01-13T00:00:00.000Z,2026-02-27T00:00:00.000Z,2026-03-18T00:00:00.000Z,3030981,2992295,4,V-1027,Utkarsh Scientific Apparatus,CNT-04730,95,2026-06-21T00:00:00.000Z,,0,2683910,In Progress,LOW
TND-2026-04731,"Annual Rate Contract for Secretariat Stationery and Printing Items, Jaipur",Rural Development Authority,Rajasthan Rural Development Authority,Office Supplies,"Jaipur, Rajasthan",Rajasthan,IN-RJ,Jaipur,2025-05-17T00:00:00.000Z,2025-06-27T00:00:00.000Z,2025-07-26T00:00:00.000Z,396899,521239,6,V-1018,Samarth Office Systems,CNT-04731,135,2025-12-08T00:00:00.000Z,2025-12-08T00:00:00.000Z,0,462025,Completed,MEDIUM
TND-2026-04732,"Procurement of Police Patrol Utility Vehicles with GPS Equipment, Patna",Police Housing & Logistics Dept,Bihar Police Housing & Logistics Dept,Vehicles,"Patna, Bihar",Bihar,IN-BR,Patna,2025-11-26T00:00:00.000Z,2026-01-03T00:00:00.000Z,2026-01-28T00:00:00.000Z,4019235,4218018,5,V-1007,Garuda Fleet Dynamics,CNT-04732,104,2026-05-12T00:00:00.000Z,,32,4262944,In Progress,LOW
TND-2026-04733,"Supply of Heavy-Duty Document Scanners and Shredders, North Delhi",Department of School Education,Delhi Department of School Education,Office Supplies,"North Delhi, Delhi",Delhi,IN-DL,North Delhi,2025-05-20T00:00:00.000Z,2025-06-25T00:00:00.000Z,2025-07-21T00:00:00.000Z,355501,361733,6,V-1009,Drona Advisory Partners,CNT-04733,261,2026-04-08T00:00:00.000Z,,0,337931,In Progress,LOW
TND-2026-04734,"Supply and Commissioning of Enterprise Server Racks and UPS Units, Kota",Police Housing & Logistics Dept,Rajasthan Police Housing & Logistics Dept,IT Equipment,"Kota, Rajasthan",Rajasthan,IN-RJ,Kota,2025-12-29T00:00:00.000Z,2026-01-24T00:00:00.000Z,2026-02-13T00:00:00.000Z,2764283,2645769,5,V-2187,V-2187 Logistics & Transport,CNT-04734,339,2027-01-18T00:00:00.000Z,,0,2516610,In Progress,LOW
TND-2026-04735,"Bulk Procurement of Structural Steel Sections and Tubular Poles, Kanpur Nagar",Rural Development Authority,Uttar Pradesh Rural Development Authority,Construction Materials,"Kanpur Nagar, Uttar Pradesh",Uttar Pradesh,IN-UP,Kanpur Nagar,2025-10-21T00:00:00.000Z,2025-11-18T00:00:00.000Z,2025-12-12T00:00:00.000Z,3886982,3714579,4,V-1038,Kalyan Heavy Machineries,CNT-04735,334,2026-11-11T00:00:00.000Z,,0,3348568,In Progress,LOW
TND-2026-04736,"Supply of Electric Waste Collection Tipper Vehicles for Municipal Body, Tiruchirappalli",Police Housing & Logistics Dept,Tamil Nadu Police Housing & Logistics Dept,Vehicles,"Tiruchirappalli, Tamil Nadu",Tamil Nadu,IN-TN,Tiruchirappalli,2025-12-23T00:00:00.000Z,2026-01-24T00:00:00.000Z,2026-02-10T00:00:00.000Z,5186953,4696062,3,V-1001,Apex Infra Build Ltd,CNT-04736,176,2026-08-05T00:00:00.000Z,,16,4592862,In Progress,MEDIUM
TND-2026-04737,"Annual Routine Maintenance of Municipal Asphalt Road Corridors, Salem",Health & Family Welfare Directorate,Tamil Nadu Health & Family Welfare Directorate,Maintenance Services,"Salem, Tamil Nadu",Tamil Nadu,IN-TN,Salem,2025-04-21T00:00:00.000Z,2025-06-01T00:00:00.000Z,2025-06-27T00:00:00.000Z,817022,1084373,5,V-1026,Prerna Facility Services,CNT-04737,106,2025-10-11T00:00:00.000Z,,17,1082425,In Progress,MEDIUM
TND-2026-04738,"Construction of Bituminous Concrete Road with Drainage Culverts, Vijayawada",Rural Development Authority,Andhra Pradesh Rural Development Authority,Road & Infrastructure,"Vijayawada, Andhra Pradesh",Andhra Pradesh,IN-AP,Vijayawada,2026-01-02T00:00:00.000Z,2026-02-13T00:00:00.000Z,2026-03-15T00:00:00.000Z,12564461,10011697,7,V-1011,Sankalp Facilities Management,CNT-04738,345,2027-02-23T00:00:00.000Z,2027-02-23T00:00:00.000Z,0,9382964,Completed,MEDIUM
TND-2026-04739,"Bulk Procurement of Structural Steel Sections and Tubular Poles, Surat",Police Housing & Logistics Dept,Gujarat Police Housing & Logistics Dept,Construction Materials,"Surat, Gujarat",Gujarat,IN-GJ,Surat,2026-01-26T00:00:00.000Z,2026-02-27T00:00:00.000Z,2026-03-21T00:00:00.000Z,3767356,3777904,6,V-1000,Alpha Tech Solutions,CNT-04739,168,2026-09-05T00:00:00.000Z,,12,3380811,In Progress,MEDIUM
TND-2026-04740,"Procurement of Advanced Life Support (ALS) Ambulance Vehicles, Nashik",Municipal Administration Directorate,Maharashtra Municipal Administration Directorate,Vehicles,"Nashik, Maharashtra",Maharashtra,IN-MH,Nashik,2025-11-20T00:00:00.000Z,2026-01-04T00:00:00.000Z,2026-02-02T00:00:00.000Z,6951605,6638600,2,V-1025,Sujal Hydraulics & Water Tech,CNT-04740,268,2026-10-28T00:00:00.000Z,,0,6543488,In Progress,LOW
TND-2026-04741,"Procurement of Interactive Smart Classroom Digital Panels, Gwalior",Information Technology & e-Gov Directorate,Madhya Pradesh Information Technology & e-Gov Directorate,IT Equipment,"Gwalior, Madhya Pradesh",Madhya Pradesh,IN-MP,Gwalior,2025-12-18T00:00:00.000Z,2026-01-24T00:00:00.000Z,2026-02-20T00:00:00.000Z,1322999,1257302,2,V-1037,Paramount Data Networks,CNT-04741,253,2026-10-31T00:00:00.000Z,,0,1174238,In Progress,LOW
TND-2026-04742,"Consultancy Services for Environmental Impact and GIS Master Planning, Bikaner",Power & Energy Transmission Board,Rajasthan Power & Energy Transmission Board,Consulting Services,"Bikaner, Rajasthan",Rajasthan,IN-RJ,Bikaner,2025-04-28T00:00:00.000Z,2025-06-04T00:00:00.000Z,2025-07-03T00:00:00.000Z,1230299,1182869,3,V-1032,Tricolor Paper & Stationery,CNT-04742,190,2026-01-09T00:00:00.000Z,2026-01-09T00:00:00.000Z,0,1151779,Completed,LOW
TND-2026-04743,"Project Management Consultancy (PMC) for Smart City Infrastructure, Gorakhpur",Power & Energy Transmission Board,Uttar Pradesh Power & Energy Transmission Board,Consulting Services,"Gorakhpur, Uttar Pradesh",Uttar Pradesh,IN-UP,Gorakhpur,2025-06-14T00:00:00.000Z,2025-07-15T00:00:00.000Z,2025-07-31T00:00:00.000Z,984800,1948199,2,V-1029,Arth Strategic Solutions,CNT-04743,351,2026-07-17T00:00:00.000Z,,0,1844640,In Progress,MEDIUM
TND-2026-04744,"Consultancy Services for Environmental Impact and GIS Master Planning, Ludhiana",Urban Transport Corporation,Punjab Urban Transport Corporation,Consulting Services,"Ludhiana, Punjab",Punjab,IN-PB,Ludhiana,2025-12-10T00:00:00.000Z,2026-01-04T00:00:00.000Z,2026-02-01T00:00:00.000Z,1420937,1401802,3,V-1009,Drona Advisory Partners,CNT-04744,365,2027-02-01T00:00:00.000Z,2027-02-01T00:00:00.000Z,0,1378761,Completed,LOW
TND-2026-04745,"Procurement of Interactive Smart Classroom Digital Panels, Jalandhar",Department of School Education,Punjab Department of School Education,IT Equipment,"Jalandhar, Punjab",Punjab,IN-PB,Jalandhar,2026-01-16T00:00:00.000Z,2026-03-01T00:00:00.000Z,2026-03-22T00:00:00.000Z,2329755,2357874,2,V-1027,Utkarsh Scientific Apparatus,CNT-04745,289,2027-01-05T00:00:00.000Z,,55,2050224,In Progress,HIGH
TND-2026-04746,"Supply of Heavy Fire-Fighting Water Tender Trucks, Belagavi",Urban Transport Corporation,Karnataka Urban Transport Corporation,Vehicles,"Belagavi, Karnataka",Karnataka,IN-KA,Belagavi,2026-01-21T00:00:00.000Z,2026-02-21T00:00:00.000Z,2026-03-17T00:00:00.000Z,5951038,5591959,5,V-2187,V-2187 Logistics & Transport,CNT-04746,302,2027-01-13T00:00:00.000Z,,0,5267450,In Progress,HIGH
TND-2026-04747,"Comprehensive Annual Maintenance Contract (CAMC) for Hospital Chillers, Lucknow",Health & Family Welfare Directorate,Uttar Pradesh Health & Family Welfare Directorate,Maintenance Services,"Lucknow, Uttar Pradesh",Uttar Pradesh,IN-UP,Lucknow,2025-07-14T00:00:00.000Z,2025-08-16T00:00:00.000Z,2025-09-11T00:00:00.000Z,1100142,1056318,7,V-1011,Sankalp Facilities Management,CNT-04747,100,2025-12-20T00:00:00.000Z,2025-12-20T00:00:00.000Z,0,980873,Completed,LOW
TND-2026-04748,"Bulk Procurement of Structural Steel Sections and Tubular Poles, Salem",Water Resources & Irrigation Dept,Tamil Nadu Water Resources & Irrigation Dept,Construction Materials,"Salem, Tamil Nadu",Tamil Nadu,IN-TN,Salem,2025-12-31T00:00:00.000Z,2026-02-04T00:00:00.000Z,2026-03-01T00:00:00.000Z,4971511,3720005,6,V-1027,Utkarsh Scientific Apparatus,CNT-04748,169,2026-08-17T00:00:00.000Z,,33,3439416,In Progress,MEDIUM
TND-2026-04749,"Construction of High-Level RCC Bridge across River Drainage, Belagavi",Public Works Department,Karnataka Public Works Department,Road & Infrastructure,"Belagavi, Karnataka",Karnataka,IN-KA,Belagavi,2025-09-15T00:00:00.000Z,2025-10-16T00:00:00.000Z,2025-11-10T00:00:00.000Z,7228203,9387110,8,V-1036,Himalaya Road Network Corp,CNT-04749,359,2026-11-04T00:00:00.000Z,,11,9464474,In Progress,MEDIUM
TND-2026-04750,"Design Engineering and Detailed Project Report (DPR) Preparation, Darjeeling",Urban Transport Corporation,West Bengal Urban Transport Corporation,Consulting Services,"Darjeeling, West Bengal",West Bengal,IN-WB,Darjeeling,2025-10-28T00:00:00.000Z,2025-12-11T00:00:00.000Z,2026-01-03T00:00:00.000Z,1333564,1377796,4,V-1007,Garuda Fleet Dynamics,CNT-04750,302,2026-11-01T00:00:00.000Z,2026-11-01T00:00:00.000Z,0,1328616,Completed,LOW
TND-2026-04751,"Comprehensive Annual Maintenance Contract (CAMC) for Hospital Chillers, Patiala",Public Works Department,Punjab Public Works Department,Maintenance Services,"Patiala, Punjab",Punjab,IN-PB,Patiala,2025-04-14T00:00:00.000Z,2025-05-13T00:00:00.000Z,2025-06-08T00:00:00.000Z,1300922,1221795,5,V-1023,Unnati Medical Technologies,CNT-04751,90,2025-09-06T00:00:00.000Z,,0,1223070,In Progress,LOW
TND-2026-04752,"Supply of High-Strength TMT Reinforcement Steel Bars (Fe-550D), Udaipur",Police Housing & Logistics Dept,Rajasthan Police Housing & Logistics Dept,Construction Materials,"Udaipur, Rajasthan",Rajasthan,IN-RJ,Udaipur,2025-12-17T00:00:00.000Z,2026-01-26T00:00:00.000Z,2026-02-24T00:00:00.000Z,2930585,2796025,4,V-1023,Unnati Medical Technologies,CNT-04752,148,2026-07-22T00:00:00.000Z,,0,2614518,In Progress,LOW
TND-2026-04753,"Annual Routine Maintenance of Municipal Asphalt Road Corridors, Hisar",Public Works Department,Haryana Public Works Department,Maintenance Services,"Hisar, Haryana",Haryana,IN-HR,Hisar,2025-09-09T00:00:00.000Z,2025-10-03T00:00:00.000Z,2025-10-22T00:00:00.000Z,849374,1064139,5,V-1038,Kalyan Heavy Machineries,CNT-04753,186,2026-04-26T00:00:00.000Z,,0,1022690,In Progress,MEDIUM
TND-2026-04754,"Construction of Bituminous Concrete Road with Drainage Culverts, Jabalpur",Public Works Department,Madhya Pradesh Public Works Department,Road & Infrastructure,"Jabalpur, Madhya Pradesh",Madhya Pradesh,IN-MP,Jabalpur,2025-09-24T00:00:00.000Z,2025-10-30T00:00:00.000Z,2025-11-19T00:00:00.000Z,6284452,6292199,6,V-3091,V-3091 Civil Consortium,CNT-04754,137,2026-04-05T00:00:00.000Z,,8,5823612,In Progress,LOW
TND-2026-04755,"Procurement of Portable Ultrasound Doppler Scanning Machines, Coimbatore",Health & Family Welfare Directorate,Tamil Nadu Health & Family Welfare Directorate,Medical Equipment,"Coimbatore, Tamil Nadu",Tamil Nadu,IN-TN,Coimbatore,2025-08-07T00:00:00.000Z,2025-09-12T00:00:00.000Z,2025-10-11T00:00:00.000Z,3222342,3012750,4,V-1033,Gitanjali Civil Construction,CNT-04755,197,2026-04-26T00:00:00.000Z,,0,2960877,In Progress,LOW
TND-2026-04756,"Supply of Portland Pozzolana Cement (PPC) for Municipal Works, Lucknow",Rural Development Authority,Uttar Pradesh Rural Development Authority,Construction Materials,"Lucknow, Uttar Pradesh",Uttar Pradesh,IN-UP,Lucknow,2025-11-27T00:00:00.000Z,2025-12-18T00:00:00.000Z,2026-01-06T00:00:00.000Z,3175202,3126697,4,V-2187,V-2187 Logistics & Transport,CNT-04756,142,2026-05-28T00:00:00.000Z,2026-05-28T00:00:00.000Z,0,2881443,Completed,LOW
TND-2026-04757,"Procurement of High-Performance Desktop Workstations and Peripherals, Mumbai",Information Technology & e-Gov Directorate,Maharashtra Information Technology & e-Gov Directorate,IT Equipment,"Mumbai, Maharashtra",Maharashtra,IN-MH,Mumbai,2025-07-29T00:00:00.000Z,2025-08-27T00:00:00.000Z,2025-09-23T00:00:00.000Z,1762485,1659190,3,V-1042,V-1042 Enterprise Logistics,CNT-04757,172,2026-03-14T00:00:00.000Z,2026-03-14T00:00:00.000Z,0,1458834,Completed,LOW
TND-2026-04758,"Supply of Portland Pozzolana Cement (PPC) for Municipal Works, Mysuru",Police Housing & Logistics Dept,Karnataka Police Housing & Logistics Dept,Construction Materials,"Mysuru, Karnataka",Karnataka,IN-KA,Mysuru,2025-10-01T00:00:00.000Z,2025-11-11T00:00:00.000Z,2025-12-10T00:00:00.000Z,3496950,3244902,4,V-1026,Prerna Facility Services,CNT-04758,302,2026-10-08T00:00:00.000Z,,0,2953183,In Progress,LOW
TND-2026-04759,"Supply and Commissioning of Enterprise Server Racks and UPS Units, Gorakhpur",Information Technology & e-Gov Directorate,Uttar Pradesh Information Technology & e-Gov Directorate,IT Equipment,"Gorakhpur, Uttar Pradesh",Uttar Pradesh,IN-UP,Gorakhpur,2025-12-03T00:00:00.000Z,2026-01-07T00:00:00.000Z,2026-01-22T00:00:00.000Z,1695794,1802949,5,V-1042,V-1042 Enterprise Logistics,CNT-04759,318,2026-12-06T00:00:00.000Z,,0,1672419,In Progress,LOW
TND-2026-04760,"Procurement of Interactive Smart Classroom Digital Panels, Surat",Police Housing & Logistics Dept,Gujarat Police Housing & Logistics Dept,IT Equipment,"Surat, Gujarat",Gujarat,IN-GJ,Surat,2025-05-30T00:00:00.000Z,2025-06-22T00:00:00.000Z,2025-07-22T00:00:00.000Z,1842398,1759025,7,V-1042,V-1042 Enterprise Logistics,CNT-04760,133,2025-12-02T00:00:00.000Z,2025-12-02T00:00:00.000Z,0,1694788,Completed,LOW
TND-2026-04761,"Supply of Ready Mix Concrete (M-30 Grade) for Infrastructure, Lucknow",Rural Development Authority,Uttar Pradesh Rural Development Authority,Construction Materials,"Lucknow, Uttar Pradesh",Uttar Pradesh,IN-UP,Lucknow,2025-04-21T00:00:00.000Z,2025-05-15T00:00:00.000Z,2025-06-09T00:00:00.000Z,2835297,2561466,7,V-1012,Pragati Energy Grid Ltd,CNT-04761,293,2026-03-29T00:00:00.000Z,,4,2359060,In Progress,LOW
TND-2026-04762,"Supply of High-Strength TMT Reinforcement Steel Bars (Fe-550D), Prayagraj",Water Resources & Irrigation Dept,Uttar Pradesh Water Resources & Irrigation Dept,Construction Materials,"Prayagraj, Uttar Pradesh",Uttar Pradesh,IN-UP,Prayagraj,2025-04-28T00:00:00.000Z,2025-06-06T00:00:00.000Z,2025-06-27T00:00:00.000Z,2511549,2735427,5,V-3091,V-3091 Civil Consortium,CNT-04762,221,2026-02-03T00:00:00.000Z,,0,2426635,In Progress,LOW
TND-2026-04763,"Comprehensive Annual Maintenance Contract (CAMC) for Hospital Chillers, Muzaffarpur",Public Works Department,Bihar Public Works Department,Maintenance Services,"Muzaffarpur, Bihar",Bihar,IN-BR,Muzaffarpur,2025-05-18T00:00:00.000Z,2025-06-27T00:00:00.000Z,2025-07-27T00:00:00.000Z,921660,866455,2,V-1011,Sankalp Facilities Management,CNT-04763,231,2026-03-15T00:00:00.000Z,,55,829805,In Progress,HIGH
TND-2026-04764,"Preventive Maintenance of HT Substations and Generator Sets, Chennai",Information Technology & e-Gov Directorate,Tamil Nadu Information Technology & e-Gov Directorate,Maintenance Services,"Chennai, Tamil Nadu",Tamil Nadu,IN-TN,Chennai,2026-01-05T00:00:00.000Z,2026-01-30T00:00:00.000Z,2026-02-23T00:00:00.000Z,1014363,1101232,6,V-1025,Sujal Hydraulics & Water Tech,CNT-04764,263,2026-11-13T00:00:00.000Z,,8,1078932,In Progress,LOW
TND-2026-04765,"Comprehensive Annual Maintenance Contract (CAMC) for Hospital Chillers, Rourkela",Health & Family Welfare Directorate,Odisha Health & Family Welfare Directorate,Maintenance Services,"Rourkela, Odisha",Odisha,IN-OR,Rourkela,2025-05-15T00:00:00.000Z,2025-06-29T00:00:00.000Z,2025-07-19T00:00:00.000Z,793434,775596,5,V-1039,Brahmaputra Engineering Works,CNT-04765,206,2026-02-10T00:00:00.000Z,2026-02-10T00:00:00.000Z,0,759911,Completed,LOW
TND-2026-04766,"Supply of Electric Waste Collection Tipper Vehicles for Municipal Body, Bilaspur",Urban Transport Corporation,Chhattisgarh Urban Transport Corporation,Vehicles,"Bilaspur, Chhattisgarh",Chhattisgarh,IN-CT,Bilaspur,2025-04-22T00:00:00.000Z,2025-05-22T00:00:00.000Z,2025-06-21T00:00:00.000Z,4162997,4285019,3,V-2187,V-2187 Logistics & Transport,CNT-04766,214,2026-01-21T00:00:00.000Z,,0,3858658,In Progress,LOW
TND-2026-04767,"Preventive Maintenance of HT Substations and Generator Sets, Dibrugarh",Power & Energy Transmission Board,Assam Power & Energy Transmission Board,Maintenance Services,"Dibrugarh, Assam",Assam,IN-AS,Dibrugarh,2025-08-02T00:00:00.000Z,2025-08-27T00:00:00.000Z,2025-09-12T00:00:00.000Z,951431,1012645,6,V-1018,Samarth Office Systems,CNT-04767,293,2026-07-02T00:00:00.000Z,,11,927591,In Progress,LOW
TND-2026-04768,"Supply and Commissioning of Enterprise Server Racks and UPS Units, Ernakulam",Information Technology & e-Gov Directorate,Kerala Information Technology & e-Gov Directorate,IT Equipment,"Ernakulam, Kerala",Kerala,IN-KL,Ernakulam,2025-04-13T00:00:00.000Z,2025-05-05T00:00:00.000Z,2025-05-30T00:00:00.000Z,1789872,1846614,3,V-1011,Sankalp Facilities Management,CNT-04768,108,2025-09-15T00:00:00.000Z,,0,1853457,In Progress,LOW
TND-2026-04769,"Supply of Energy Efficient Substation Switchgear and Breakers, Guntur",Power & Energy Transmission Board,Andhra Pradesh Power & Energy Transmission Board,Electrical Equipment,"Guntur, Andhra Pradesh",Andhra Pradesh,IN-AP,Guntur,2025-07-26T00:00:00.000Z,2025-08-17T00:00:00.000Z,2025-09-16T00:00:00.000Z,1778112,2379060,6,V-1012,Pragati Energy Grid Ltd,CNT-04769,146,2026-02-09T00:00:00.000Z,,16,2263743,In Progress,MEDIUM
TND-2026-04770,"Maintenance and Operation of Water Treatment and RO Filtration Plants, Belagavi",Water Resources & Irrigation Dept,Karnataka Water Resources & Irrigation Dept,Maintenance Services,"Belagavi, Karnataka",Karnataka,IN-KA,Belagavi,2025-04-27T00:00:00.000Z,2025-05-28T00:00:00.000Z,2025-06-26T00:00:00.000Z,1001224,1129300,5,V-1026,Prerna Facility Services,CNT-04770,167,2025-12-10T00:00:00.000Z,,0,1091025,In Progress,MEDIUM
TND-2026-04771,"Installation of High-Mast Solar LED Lighting Systems in Urban Sectors, Gorakhpur",Power & Energy Transmission Board,Uttar Pradesh Power & Energy Transmission Board,Electrical Equipment,"Gorakhpur, Uttar Pradesh",Uttar Pradesh,IN-UP,Gorakhpur,2025-05-23T00:00:00.000Z,2025-06-21T00:00:00.000Z,2025-07-20T00:00:00.000Z,1832720,1786595,2,V-1012,Pragati Energy Grid Ltd,CNT-04771,95,2025-10-23T00:00:00.000Z,,73,1742563,Delayed,HIGH
TND-2026-04772,"Supply of Heavy-Duty Document Scanners and Shredders, Kolkata",Municipal Administration Directorate,West Bengal Municipal Administration Directorate,Office Supplies,"Kolkata, West Bengal",West Bengal,IN-WB,Kolkata,2025-12-23T00:00:00.000Z,2026-02-05T00:00:00.000Z,2026-03-05T00:00:00.000Z,439521,411964,5,V-1032,Tricolor Paper & Stationery,CNT-04772,233,2026-10-24T00:00:00.000Z,,0,358120,In Progress,LOW
TND-2026-04773,"Supply of Ready Mix Concrete (M-30 Grade) for Infrastructure, Gaya",Water Resources & Irrigation Dept,Bihar Water Resources & Irrigation Dept,Construction Materials,"Gaya, Bihar",Bihar,IN-BR,Gaya,2026-01-25T00:00:00.000Z,2026-02-24T00:00:00.000Z,2026-03-23T00:00:00.000Z,3577017,3708378,5,V-1009,Drona Advisory Partners,CNT-04773,194,2026-10-03T00:00:00.000Z,,0,3411160,In Progress,LOW
TND-2026-04774,"Supply and Erection of 33/11 KV Power Distribution Transformers, Aurangabad",Power & Energy Transmission Board,Maharashtra Power & Energy Transmission Board,Electrical Equipment,"Aurangabad, Maharashtra",Maharashtra,IN-MH,Aurangabad,2025-08-17T00:00:00.000Z,2025-09-11T00:00:00.000Z,2025-09-26T00:00:00.000Z,1720817,1720497,4,V-1002,Zenith Power Systems,CNT-04774,134,2026-02-07T00:00:00.000Z,,0,1517855,In Progress,LOW
TND-2026-04775,"Supply and Erection of 33/11 KV Power Distribution Transformers, Dehradun",Power & Energy Transmission Board,Uttarakhand Power & Energy Transmission Board,Electrical Equipment,"Dehradun, Uttarakhand",Uttarakhand,IN-UT,Dehradun,2025-12-26T00:00:00.000Z,2026-01-24T00:00:00.000Z,2026-02-15T00:00:00.000Z,1765864,2377410,5,V-1002,Zenith Power Systems,CNT-04775,101,2026-05-27T00:00:00.000Z,,0,2196550,In Progress,MEDIUM
TND-2026-04776,"Procurement of High-Resolution Gas Chromatography Mass Spectrometer, Aurangabad",Health & Family Welfare Directorate,Maharashtra Health & Family Welfare Directorate,Laboratory Equipment,"Aurangabad, Maharashtra",Maharashtra,IN-MH,Aurangabad,2025-07-13T00:00:00.000Z,2025-08-19T00:00:00.000Z,2025-09-10T00:00:00.000Z,2333181,2439859,3,V-1012,Pragati Energy Grid Ltd,CNT-04776,218,2026-04-16T00:00:00.000Z,,0,2345675,In Progress,LOW
TND-2026-04777,"Construction of High-Level RCC Bridge across River Drainage, Hyderabad",Public Works Department,Telangana Public Works Department,Road & Infrastructure,"Hyderabad, Telangana",Telangana,IN-TG,Hyderabad,2025-09-26T00:00:00.000Z,2025-11-06T00:00:00.000Z,2025-11-27T00:00:00.000Z,8066069,7895028,7,V-1000,Alpha Tech Solutions,CNT-04777,152,2026-04-28T00:00:00.000Z,,16,7597500,In Progress,LOW
TND-2026-04778,"Annual Rate Contract for Secretariat Stationery and Printing Items, Pune",Department of School Education,Maharashtra Department of School Education,Office Supplies,"Pune, Maharashtra",Maharashtra,IN-MH,Pune,2025-07-26T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-29T00:00:00.000Z,364687,358889,6,V-1004,Pinnacle Medical Supplies,CNT-04778,322,2026-08-17T00:00:00.000Z,,0,353350,In Progress,LOW
