work_id,description,state,state_code,district,constituency,mp_name,agency,category,estimated_cost,sanctioned_amount,expenditure,utilization,cost_deviation,expected_days,actual_days,delayed,delay_days,sanction_date,expected_completion,actual_completion,status,duplicate_candidate,signals,primary_signal,risk_score,risk_tier
W-12747,"Construction of community health sub-centre, Ward 4",Tamil Nadu,IN-TN,Coimbatore,Coimbatore (PC-14),Hon'ble MP — Coimbatore PC,Utkarsh Rural Agency,Health,1192000,1197000,932000,77.9,-17,274,274,False,0,2026-01-12T00:00:00.000Z,2026-10-13T00:00:00.000Z,,In Progress,False,Missing/invalid data,Missing/invalid data,11,LOW
W-12748,"Installation of public address and CCTV system, Ward 11",Tamil Nadu,IN-TN,Salem,Salem (PC-33),Hon'ble MP — Salem PC,Arth Development Board,Other,1018000,1103000,1668000,151.2,72,314,433,True,119,2025-04-03T00:00:00.000Z,2026-02-11T00:00:00.000Z,,Delayed,True,Cost anomaly; Expenditure anomaly; Project delay; Potential duplicate work; Progress mismatch; Unusual payment pattern,Cost anomaly,93,CRITICAL
W-12749,"Provision of mobility van for local body, Sector 7",Rajasthan,IN-RJ,Udaipur,Udaipur (PC-40),Hon'ble MP — Udaipur PC,Sahyog Development Trust,Other,845000,935000,942000,100.7,46,356,436,True,80,2025-08-12T00:00:00.000Z,2026-08-03T00:00:00.000Z,,Delayed,False,Cost anomaly; Project delay; Progress mismatch,Cost anomaly,72,HIGH
W-12750,"Construction of ambulance shed and waiting hall, Phase II",Uttar Pradesh,IN-UP,Kanpur Nagar,Kanpur Nagar (PC-23),Hon'ble MP — Kanpur Nagar PC,Kaushal Construction Division,Health,1219000,1213000,510000,42,-16,242,242,False,0,2025-10-06T00:00:00.000Z,2026-06-05T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,14,LOW
W-12751,"Installation of public address and CCTV system, Ward 4",Rajasthan,IN-RJ,Udaipur,Udaipur (PC-35),Hon'ble MP — Udaipur PC,Disha Municipal Works,Other,517000,520000,356000,68.5,-19,246,246,False,0,2025-06-08T00:00:00.000Z,2026-02-09T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,12,LOW
W-12752,"Construction of RCC culvert and link road, Block B",Rajasthan,IN-RJ,Jodhpur,Jodhpur (PC-31),Hon'ble MP — Jodhpur PC,Aarambh Engineering Board,Road Construction,1927000,1975000,1353000,68.5,-10,235,235,False,0,2025-12-13T00:00:00.000Z,2026-08-05T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,29,LOW
W-12753,"Construction of community health sub-centre, Block B",Delhi,IN-DL,North Delhi,North Delhi (PC-31),Hon'ble MP — North Delhi PC,Arth Development Board,Health,1576000,1554000,983000,63.3,7,270,270,False,0,2025-12-17T00:00:00.000Z,2026-09-13T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,38,MEDIUM
W-12754,"Development of village playground, Block B",Maharashtra,IN-MH,Nagpur,Nagpur (PC-11),Hon'ble MP — Nagpur PC,Vikas Engineering Corp,Sports,835000,988000,702000,71.1,1,280,280,False,0,2025-09-18T00:00:00.000Z,2026-06-25T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,26,LOW
W-12755,"Provision of mobility van for local body, Phase II",Maharashtra,IN-MH,Nashik,Nashik (PC-30),Hon'ble MP — Nashik PC,Gramin Vikas Nigam,Other,629000,658000,353000,53.6,3,352,352,False,0,2025-10-09T00:00:00.000Z,2026-09-26T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,12,LOW
W-12756,"Development of village playground, Ward 4",Rajasthan,IN-RJ,Jaipur,Jaipur (PC-23),Hon'ble MP — Jaipur PC,Arth Development Board,Sports,1001000,990000,641000,64.7,1,243,243,False,0,2025-06-17T00:00:00.000Z,2026-02-15T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,18,LOW
W-12757,"Construction of overhead water tank, New Colony",Uttar Pradesh,IN-UP,Meerut,Meerut (PC-26),Hon'ble MP — Meerut PC,Samruddhi Infra Board,Water & Sanitation,1033000,1149000,833000,72.5,-30,268,268,False,0,2025-05-23T00:00:00.000Z,2026-02-15T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,14,LOW
W-12758,"Construction of common facility centre, Zone 3",Karnataka,IN-KA,Bengaluru Urban,Bengaluru Urban (PC-35),Hon'ble MP — Bengaluru Urban PC,Sujal Water Works Cell,Community Infrastructure,1382000,1591000,1153000,72.5,-16,253,253,False,0,2025-11-05T00:00:00.000Z,2026-07-16T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,20,LOW
W-12759,"Construction of anganwadi and community shelter, Zone 3",Kerala,IN-KL,Thrissur,Thrissur (PC-20),Hon'ble MP — Thrissur PC,Sahyog Development Trust,Community Infrastructure,1497000,1725000,1075000,62.3,-9,261,261,False,0,2025-07-23T00:00:00.000Z,2026-04-10T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,8,LOW
W-12760,"Installation of public address and CCTV system, New Colony",Madhya Pradesh,IN-MP,Indore,Indore (PC-4),Hon'ble MP — Indore PC,Samruddhi Infra Board,Other,662000,665000,336000,50.5,4,354,354,False,0,2026-01-09T00:00:00.000Z,2026-12-29T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,28,LOW
W-12761,"Construction of RCC culvert and link road, Block B",Maharashtra,IN-MH,Thane,Thane (PC-6),Hon'ble MP — Thane PC,Vikas Engineering Corp,Road Construction,2028000,2221000,1199000,54,1,303,303,False,0,2025-05-02T00:00:00.000Z,2026-03-01T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,17,LOW
W-12762,"Development of public park and pathways, Block B",Telangana,IN-TG,Warangal,Warangal (PC-24),Hon'ble MP — Warangal PC,Sujal Water Works Cell,Public Amenities,744000,734000,480000,65.4,2,213,213,False,0,2025-09-01T00:00:00.000Z,2026-04-02T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,7,LOW
W-12763,"Laying of piped water supply network, New Colony",Rajasthan,IN-RJ,Udaipur,Udaipur (PC-13),Hon'ble MP — Udaipur PC,Prerna Civil Works Unit,Water & Sanitation,953000,1118000,661000,59.1,-32,219,219,False,0,2025-05-21T00:00:00.000Z,2025-12-26T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,19,LOW
W-12764,"Construction of CC road with side drains, Sector 7",Karnataka,IN-KA,Mysuru,Mysuru (PC-27),Hon'ble MP — Mysuru PC,Utkarsh Rural Agency,Road Construction,1413000,1495000,1043000,69.8,-32,361,361,False,0,2026-01-12T00:00:00.000Z,2027-01-08T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,8,LOW
W-12765,"Installation of solar street lighting, Sector 7",Bihar,IN-BR,Patna,Patna (PC-30),Hon'ble MP — Patna PC,Disha Municipal Works,Public Amenities,395000,419000,190000,45.3,-42,326,326,False,0,2025-06-14T00:00:00.000Z,2026-05-06T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,22,LOW
W-12766,"Construction of crematorium shed and pathway, Zone 3",Gujarat,IN-GJ,Surat,Surat (PC-12),Hon'ble MP — Surat PC,Aarambh Engineering Board,Other,346000,391000,305000,78,-39,276,276,False,0,2025-05-28T00:00:00.000Z,2026-02-28T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,14,LOW
W-12767,"Widening and strengthening of internal roads, Gram Panchayat",Andhra Pradesh,IN-AP,Tirupati,Tirupati (PC-16),Hon'ble MP — Tirupati PC,Meridian Infra Works,Road Construction,1433000,1527000,800000,52.4,-31,301,301,False,0,2025-11-14T00:00:00.000Z,2026-09-11T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,13,LOW
W-12768,"Upgradation of PHC ward and medical equipment, Ward 11",Maharashtra,IN-MH,Nagpur,Nagpur (PC-22),Hon'ble MP — Nagpur PC,Sankalp Rural Development Corp,Health,964000,1125000,641000,57,-22,321,321,False,0,2025-06-28T00:00:00.000Z,2026-05-15T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,24,LOW
W-12769,"Construction of crematorium shed and pathway, Ward 11",Maharashtra,IN-MH,Thane,Thane (PC-11),Hon'ble MP — Thane PC,Nabh Infra Consortium,Other,319000,361000,127000,35.2,-44,314,314,False,0,2025-09-16T00:00:00.000Z,2026-07-27T00:00:00.000Z,,In Progress,False,Missing/invalid data,Missing/invalid data,15,LOW
W-12770,"Construction of ambulance shed and waiting hall, Ward 11",Uttar Pradesh,IN-UP,Prayagraj,Prayagraj (PC-5),Hon'ble MP — Prayagraj PC,Sahyog Development Trust,Health,1225000,1276000,778000,61,-12,284,284,False,0,2026-01-10T00:00:00.000Z,2026-10-21T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,19,LOW
W-12771,"Laying of piped water supply network, Gram Panchayat",Chhattisgarh,IN-CT,Korba,Korba (PC-25),Hon'ble MP — Korba PC,Kaushal Construction Division,Water & Sanitation,1054000,1206000,825000,68.4,-27,365,365,False,0,2025-07-17T00:00:00.000Z,2026-07-17T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,16,LOW
W-12772,"Development of multipurpose sports ground, Ward 11",Maharashtra,IN-MH,Nagpur,Nagpur (PC-24),Hon'ble MP — Nagpur PC,Samruddhi Infra Board,Sports,771000,934000,432000,46.3,-5,330,330,False,0,2025-06-30T00:00:00.000Z,2026-05-26T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,25,LOW
W-12773,"Widening and strengthening of internal roads, Sector 7",Karnataka,IN-KA,Mysuru,Mysuru (PC-18),Hon'ble MP — Mysuru PC,Gramin Vikas Nigam,Road Construction,1645000,1809000,1347000,74.5,-18,322,322,False,0,2025-12-21T00:00:00.000Z,2026-11-08T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,37,MEDIUM
W-12774,"Construction of common facility centre, Gram Panchayat",Maharashtra,IN-MH,Nashik,Nashik (PC-16),Hon'ble MP — Nashik PC,Samruddhi Infra Board,Community Infrastructure,971000,1128000,450000,39.9,-41,351,351,False,0,2025-07-02T00:00:00.000Z,2026-06-18T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,13,LOW
W-12775,"Development of multipurpose sports ground, Sector 7",Bihar,IN-BR,Muzaffarpur,Muzaffarpur (PC-40),Hon'ble MP — Muzaffarpur PC,Nabh Infra Consortium,Sports,752000,819000,726000,88.6,-16,333,333,False,0,2026-01-07T00:00:00.000Z,2026-12-06T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,28,LOW
W-12776,"Development of public park and pathways, Ward 4",Haryana,IN-HR,Hisar,Hisar (PC-29),Hon'ble MP — Hisar PC,Aadhar Works Agency,Public Amenities,509000,596000,323000,54.2,-17,350,350,False,0,2025-05-09T00:00:00.000Z,2026-04-24T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,27,LOW
W-12777,"Construction of additional classrooms at Govt. School, Block B",Bihar,IN-BR,Darbhanga,Darbhanga (PC-36),Hon'ble MP — Darbhanga PC,Kaushal Construction Division,Education,729000,771000,773000,100.3,-13,362,435,True,73,2025-11-23T00:00:00.000Z,2026-11-20T00:00:00.000Z,,Delayed,False,Project delay; Progress mismatch,Project delay,57,MEDIUM
W-12778,"Construction of additional classrooms at Govt. School, Sector 7",Rajasthan,IN-RJ,Jodhpur,Jodhpur (PC-5),Hon'ble MP — Jodhpur PC,Nabh Infra Consortium,Education,605000,690000,384000,55.7,-22,218,218,False,0,2025-11-02T00:00:00.000Z,2026-06-08T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,29,LOW
W-12779,"Development of village playground, Gram Panchayat",Tamil Nadu,IN-TN,Tiruchirappalli,Tiruchirappalli (PC-26),Hon'ble MP — Tiruchirappalli PC,Utkarsh Rural Agency,Sports,800000,837000,688000,82.2,-15,356,356,False,0,2025-07-06T00:00:00.000Z,2026-06-27T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,9,LOW
W-12780,"Construction of community health sub-centre, Ward 4",Madhya Pradesh,IN-MP,Bhopal,Bhopal (PC-4),Hon'ble MP — Bhopal PC,Gramin Vikas Nigam,Health,1280000,1458000,1031000,70.7,1,311,311,False,0,2026-01-26T00:00:00.000Z,2026-12-03T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,48,MEDIUM
W-12781,"Widening and strengthening of internal roads, New Colony",Punjab,IN-PB,Patiala,Patiala (PC-22),Hon'ble MP — Patiala PC,Vikas Engineering Corp,Road Construction,1636000,1749000,700000,40,-20,280,280,False,0,2025-09-28T00:00:00.000Z,2026-07-05T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,15,LOW
W-12782,"Construction of overhead water tank, Zone 3",Uttar Pradesh,IN-UP,Prayagraj,Prayagraj (PC-7),Hon'ble MP — Prayagraj PC,Kaushal Construction Division,Water & Sanitation,1245000,1329000,1371000,103.2,-19,307,307,False,0,2025-06-28T00:00:00.000Z,2026-05-01T00:00:00.000Z,2026-05-01T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,51,MEDIUM
W-12783,"Development of village playground, Ward 11",Gujarat,IN-GJ,Rajkot,Rajkot (PC-16),Hon'ble MP — Rajkot PC,Arth Development Board,Sports,548000,661000,572000,86.5,-33,273,273,False,0,2025-05-27T00:00:00.000Z,2026-02-24T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,17,LOW
W-12784,"Construction of overhead water tank, Sector 7",Karnataka,IN-KA,Belagavi,Belagavi (PC-3),Hon'ble MP — Belagavi PC,Aadhar Works Agency,Water & Sanitation,927000,946000,695000,73.5,-43,310,310,False,0,2025-09-14T00:00:00.000Z,2026-07-21T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,18,LOW
W-12785,"Construction of open gym and sports facility, Ward 4",Uttar Pradesh,IN-UP,Kanpur Nagar,Kanpur Nagar (PC-25),Hon'ble MP — Kanpur Nagar PC,Unnati Infra Solutions,Sports,1047000,1032000,994000,96.3,5,300,373,True,73,2025-12-05T00:00:00.000Z,2026-10-01T00:00:00.000Z,,Delayed,False,Project delay; Compliance deviation,Project delay,43,MEDIUM
W-12786,"Construction of anganwadi and community shelter, New Colony",Telangana,IN-TG,Hyderabad,Hyderabad (PC-24),Hon'ble MP — Hyderabad PC,Gramin Vikas Nigam,Community Infrastructure,1485000,1732000,1094000,63.2,-9,220,220,False,0,2025-11-09T00:00:00.000Z,2026-06-17T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,23,LOW
W-12787,"Construction of anganwadi and community shelter, Block B",West Bengal,IN-WB,Howrah,Howrah (PC-15),Hon'ble MP — Howrah PC,Sahyog Development Trust,Community Infrastructure,1137000,1193000,1133000,95,-37,300,300,False,0,2025-06-16T00:00:00.000Z,2026-04-12T00:00:00.000Z,2026-04-12T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,23,LOW
W-12788,"Construction of overhead water tank, Zone 3",Bihar,IN-BR,Muzaffarpur,Muzaffarpur (PC-11),Hon'ble MP — Muzaffarpur PC,Arth Development Board,Water & Sanitation,915000,1020000,579000,56.8,-38,235,235,False,0,2026-01-11T00:00:00.000Z,2026-09-03T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,27,LOW
W-12789,"Provision of mobility van for local body, Sector 7",Karnataka,IN-KA,Belagavi,Belagavi (PC-8),Hon'ble MP — Belagavi PC,Gramin Vikas Nigam,Other,490000,511000,300000,58.7,-20,214,214,False,0,2025-08-31T00:00:00.000Z,2026-04-02T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,21,LOW
W-12790,"Provision of mobility van for local body, Ward 11",Kerala,IN-KL,Kozhikode,Kozhikode (PC-30),Hon'ble MP — Kozhikode PC,Meridian Infra Works,Other,429000,429000,393000,91.6,-33,242,242,False,0,2025-09-28T00:00:00.000Z,2026-05-28T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,9,LOW
W-12791,"Laying of piped water supply network, Sector 7",Tamil Nadu,IN-TN,Chennai,Chennai (PC-21),Hon'ble MP — Chennai PC,Meridian Infra Works,Water & Sanitation,1362000,1477000,1431000,96.9,-10,257,257,False,0,2025-05-16T00:00:00.000Z,2026-01-28T00:00:00.000Z,2026-01-28T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,44,MEDIUM
W-12792,"Construction of bus shelter and waiting shed, Ward 4",West Bengal,IN-WB,Howrah,Howrah (PC-26),Hon'ble MP — Howrah PC,Utkarsh Rural Agency,Public Amenities,582000,696000,256000,36.8,-3,267,267,False,0,2025-07-02T00:00:00.000Z,2026-03-26T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,7,LOW
W-12793,"Widening and strengthening of internal roads, Gram Panchayat",West Bengal,IN-WB,Kolkata,Kolkata (PC-11),Hon'ble MP — Kolkata PC,Meridian Infra Works,Road Construction,1514000,1623000,1212000,74.7,-26,281,281,False,0,2025-04-28T00:00:00.000Z,2026-02-03T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,9,LOW
W-12794,"Construction of bus shelter and waiting shed, Phase II",Andhra Pradesh,IN-AP,Vijayawada,Vijayawada (PC-6),Hon'ble MP — Vijayawada PC,Nirman Urban Works Agency,Public Amenities,498000,536000,445000,83,-26,212,212,False,0,2025-05-07T00:00:00.000Z,2025-12-05T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,22,LOW
W-12795,"Boundary wall construction for school campus, Block B",Andhra Pradesh,IN-AP,Visakhapatnam,Visakhapatnam (PC-7),Hon'ble MP — Visakhapatnam PC,Aarambh Engineering Board,Education,676000,710000,394000,55.5,-20,268,268,False,0,2026-01-25T00:00:00.000Z,2026-10-20T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,19,LOW
W-12796,"Construction of common facility centre, Block B",Haryana,IN-HR,Panipat,Panipat (PC-7),Hon'ble MP — Panipat PC,Setu Public Works Division,Community Infrastructure,2771000,2913000,2751000,94.4,53,232,232,False,0,2025-12-24T00:00:00.000Z,2026-08-13T00:00:00.000Z,2026-08-13T00:00:00.000Z,Completed,False,Cost anomaly,Cost anomaly,62,HIGH
W-12797,"Construction of anganwadi and community shelter, Sector 7",Rajasthan,IN-RJ,Udaipur,Udaipur (PC-17),Hon'ble MP — Udaipur PC,Gramin Vikas Nigam,Community Infrastructure,1347000,1352000,880000,65.1,-29,343,343,False,0,2025-05-24T00:00:00.000Z,2026-05-02T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,21,LOW
W-12798,"Construction of bus shelter and waiting shed, Block B",Kerala,IN-KL,Ernakulam,Ernakulam (PC-29),Hon'ble MP — Ernakulam PC,Aadhar Works Agency,Public Amenities,519000,577000,458000,79.4,-20,363,363,False,0,2026-01-22T00:00:00.000Z,2027-01-20T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,15,LOW
W-12799,"Widening and strengthening of internal roads, Ward 11",Rajasthan,IN-RJ,Bikaner,Bikaner (PC-1),Hon'ble MP — Bikaner PC,Arth Development Board,Road Construction,2109000,2072000,1472000,71,-6,334,334,False,0,2025-04-03T00:00:00.000Z,2026-03-03T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,41,MEDIUM
W-12800,"Construction of anganwadi and community shelter, Zone 3",Rajasthan,IN-RJ,Jodhpur,Jodhpur (PC-2),Hon'ble MP — Jodhpur PC,Setu Public Works Division,Community Infrastructure,1580000,1571000,666000,42.4,-17,334,334,False,0,2025-04-17T00:00:00.000Z,2026-03-17T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,19,LOW
W-12801,"Miscellaneous local area development works, Sector 7",Andhra Pradesh,IN-AP,Guntur,Guntur (PC-39),Hon'ble MP — Guntur PC,Sahyog Development Trust,Other,442000,464000,368000,79.3,-28,276,276,False,0,2025-11-15T00:00:00.000Z,2026-08-18T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,28,LOW
W-12802,"Construction of ambulance shed and waiting hall, Gram Panchayat",Gujarat,IN-GJ,Ahmedabad,Ahmedabad (PC-22),Hon'ble MP — Ahmedabad PC,Setu Public Works Division,Health,1023000,1010000,397000,39.3,-30,252,252,False,0,2025-07-15T00:00:00.000Z,2026-03-24T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,12,LOW
W-12803,"Construction of ambulance shed and waiting hall, Ward 11",Odisha,IN-OR,Cuttack,Cuttack (PC-19),Hon'ble MP — Cuttack PC,Sujal Water Works Cell,Health,1202000,1290000,1222000,94.7,-11,253,253,False,0,2025-06-05T00:00:00.000Z,2026-02-13T00:00:00.000Z,2026-02-13T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,25,LOW
W-12804,"Construction of CC road with side drains, Gram Panchayat",Uttarakhand,IN-UT,Nainital,Nainital (PC-13),Hon'ble MP — Nainital PC,Vikas Engineering Corp,Road Construction,1820000,1917000,1725000,90,-13,285,285,False,0,2025-11-23T00:00:00.000Z,2026-09-04T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,22,LOW
W-12805,"Laying of piped water supply network, New Colony",Telangana,IN-TG,Hyderabad,Hyderabad (PC-6),Hon'ble MP — Hyderabad PC,Samruddhi Infra Board,Water & Sanitation,1514000,1826000,2117000,115.9,11,217,344,True,127,2025-11-30T00:00:00.000Z,2026-07-05T00:00:00.000Z,,Stalled,False,Expenditure anomaly; Project delay; Progress mismatch,Expenditure anomaly,63,HIGH
W-12806,"Laying of piped water supply network, Sector 7",Uttar Pradesh,IN-UP,Meerut,Meerut (PC-12),Hon'ble MP — Meerut PC,Aarambh Engineering Board,Water & Sanitation,1037000,1047000,486000,46.4,-37,228,228,False,0,2025-08-18T00:00:00.000Z,2026-04-03T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,6,LOW
W-12807,"Development of village playground, Gram Panchayat",Punjab,IN-PB,Patiala,Patiala (PC-5),Hon'ble MP — Patiala PC,Aadhar Works Agency,Sports,592000,586000,349000,59.6,-40,355,355,False,0,2025-06-05T00:00:00.000Z,2026-05-26T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,28,LOW
W-12808,"Blacktopping of village approach road, Ward 4",Gujarat,IN-GJ,Bhavnagar,Bhavnagar (PC-14),Hon'ble MP — Bhavnagar PC,Kaushal Construction Division,Road Construction,1808000,1960000,1244000,63.5,-11,359,359,False,0,2025-05-16T00:00:00.000Z,2026-05-10T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,11,LOW
W-12809,"Construction of open gym and sports facility, Phase II",Uttarakhand,IN-UT,Haridwar,Haridwar (PC-36),Hon'ble MP — Haridwar PC,Samruddhi Infra Board,Sports,949000,940000,960000,102.1,-4,318,351,True,33,2025-05-22T00:00:00.000Z,2026-04-05T00:00:00.000Z,,Delayed,False,Project delay; Progress mismatch,Project delay,51,MEDIUM
W-12810,"Construction of community health sub-centre, New Colony",Punjab,IN-PB,Amritsar,Amritsar (PC-30),Hon'ble MP — Amritsar PC,Prerna Civil Works Unit,Health,1198000,1395000,1192000,85.4,-4,336,336,False,0,2025-07-27T00:00:00.000Z,2026-06-28T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,13,LOW
W-12811,"Construction of community hall / bhavan, Ward 11",Tamil Nadu,IN-TN,Tiruchirappalli,Tiruchirappalli (PC-40),Hon'ble MP — Tiruchirappalli PC,Setu Public Works Division,Community Infrastructure,1748000,1867000,1088000,58.3,-2,342,386,True,44,2025-12-20T00:00:00.000Z,2026-11-27T00:00:00.000Z,,Delayed,False,Project delay,Project delay,37,MEDIUM
W-12812,"Construction of public toilet block, Zone 3",Rajasthan,IN-RJ,Kota,Kota (PC-27),Hon'ble MP — Kota PC,Utkarsh Rural Agency,Public Amenities,438000,476000,272000,57.1,-34,256,256,False,0,2025-12-27T00:00:00.000Z,2026-09-09T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,7,LOW
W-12813,"Provision of smart-classroom and furniture setup, Zone 3",Odisha,IN-OR,Sambalpur,Sambalpur (PC-4),Hon'ble MP — Sambalpur PC,Arth Development Board,Education,858000,914000,574000,62.8,3,216,216,False,0,2025-09-22T00:00:00.000Z,2026-04-26T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,24,LOW
W-12814,"Construction of RCC culvert and link road, Ward 11",Rajasthan,IN-RJ,Bikaner,Bikaner (PC-7),Hon'ble MP — Bikaner PC,Nabh Infra Consortium,Road Construction,1582000,1791000,696000,38.9,-19,253,253,False,0,2025-07-13T00:00:00.000Z,2026-03-23T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,21,LOW
W-12815,"Installation of public address and CCTV system, Ward 4",Haryana,IN-HR,Faridabad,Faridabad (PC-21),Hon'ble MP — Faridabad PC,Pragati Construction Cell,Other,481000,569000,504000,88.6,-11,325,325,False,0,2025-04-18T00:00:00.000Z,2026-03-09T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,25,LOW
W-12816,"Development of maternal care wing at CHC, Phase II",Uttar Pradesh,IN-UP,Meerut,Meerut (PC-8),Hon'ble MP — Meerut PC,Aarambh Engineering Board,Health,876000,1059000,502000,47.4,-27,358,358,False,0,2025-05-06T00:00:00.000Z,2026-04-29T00:00:00.000Z,,In Progress,False,Missing/invalid data,Missing/invalid data,7,LOW
W-12817,"Construction of community health sub-centre, Zone 3",Gujarat,IN-GJ,Bhavnagar,Bhavnagar (PC-8),Hon'ble MP — Bhavnagar PC,Gramin Vikas Nigam,Health,1360000,1537000,1517000,98.7,6,254,287,True,33,2025-07-11T00:00:00.000Z,2026-03-22T00:00:00.000Z,,Delayed,False,Project delay; Compliance deviation,Project delay,42,MEDIUM
W-12818,"Construction of ambulance shed and waiting hall, Zone 3",Karnataka,IN-KA,Bengaluru Urban,Bengaluru Urban (PC-3),Hon'ble MP — Bengaluru Urban PC,Chetna Public Amenities Unit,Health,1230000,1413000,873000,61.8,-3,294,294,False,0,2025-12-31T00:00:00.000Z,2026-10-21T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,25,LOW
W-12819,"Construction of additional classrooms at Govt. School, Block B",Karnataka,IN-KA,Mysuru,Mysuru (PC-9),Hon'ble MP — Mysuru PC,Vikas Engineering Corp,Education,523000,555000,199000,35.9,-38,314,314,False,0,2025-10-25T00:00:00.000Z,2026-09-04T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,29,LOW
W-12820,"Construction of common facility centre, Gram Panchayat",Maharashtra,IN-MH,Aurangabad,Aurangabad (PC-22),Hon'ble MP — Aurangabad PC,Unnati Infra Solutions,Community Infrastructure,1284000,1283000,1207000,94.1,-32,271,271,False,0,2025-09-08T00:00:00.000Z,2026-06-06T00:00:00.000Z,2026-06-06T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,18,LOW
W-12821,"Installation of community RO water plant, Block B",Kerala,IN-KL,Ernakulam,Ernakulam (PC-21),Hon'ble MP — Ernakulam PC,Arth Development Board,Water & Sanitation,1465000,1720000,1755000,102,4,351,351,False,0,2025-04-08T00:00:00.000Z,2026-03-25T00:00:00.000Z,2026-03-25T00:00:00.000Z,Completed,False,Compliance deviation,Compliance deviation,43,MEDIUM
W-12822,"Drainage and sanitation improvement works, Ward 4",Kerala,IN-KL,Thiruvananthapuram,Thiruvananthapuram (PC-17),Hon'ble MP — Thiruvananthapuram PC,Disha Municipal Works,Water & Sanitation,1179000,1330000,1204000,90.5,-19,278,278,False,0,2025-06-19T00:00:00.000Z,2026-03-24T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,29,LOW
